employee_id,user_id,name,gender,blood_group,marital_status,national_id,tin_number,phone_number,personal_email,work_email,present_address,permanent_address,university,degree,cgpa,dept_id,job_id,job_title,job_level,work_mode,joining_date,status,exit_date,exit_reason,current_salary,manager_id,dob
239,User_239,Rabeya Alam,Female,AB+,Single,19954925827970,357883162720,8801644695966,rabeya.alam26@gmail.com,rabeya.alam239@banglabazaar.com,"House 33, Road 19, Malibagh, Dhaka","Village: Alampur, District: Rajshahi",East West University,M.Com,3.25,3,301,Production Assistant,1,On-Site,2020-02-24,Active,,,15090,,1998-01-09
240,User_240,Rumana Haque,Female,O+,Married,19856453294469,681039883712,8801776945377,rumana.haque15@gmail.com,rumana.haque240@banglabazaar.com,"House 23, Road 3, Mohammadpur, Dhaka","Village: Haquepur, District: Noakhali",East West University,B.Sc in EEE,3.87,6,601,Support Staff,1,On-Site,2015-05-05,Active,,,17185,,1993-02-01
241,User_241,Arif Dewan,Male,B+,Married,19918178757172,462214110216,8801685657163,arif.dewan71@gmail.com,arif.dewan241@banglabazaar.com,"House 50, Road 2, Baridhara, Dhaka","Village: Dewanpur, District: Sylhet",Dhaka University,BSc in CSE,3.52,1,101,IT Support Specialist,1,Hybrid,2019-10-22,Active,,,32471,,1996-04-02
242,User_242,Pilot Bhuiyan,Male,O-,Single,19911911511945,408954116244,8801933192044,pilot.bhuiyan94@gmail.com,pilot.bhuiyan242@banglabazaar.com,"House 25, Road 25, Dhanmondi, Dhaka","Village: Bhuiyanpur, District: Khulna",Dhaka University,BBA,3.33,3,301,Production Assistant,1,On-Site,2022-03-21,Resigned,2023-06-19,Better Salary,15454,,1998-04-16
243,User_243,Nannu Khan,Male,A+,Single,19853252000004,942761140527,8801919046909,nannu.khan37@gmail.com,nannu.khan243@banglabazaar.com,"House 53, Road 24, Gulshan, Dhaka","Village: Khanpur, District: Dhaka",Dhaka University,M.Com,2.91,3,301,Production Assistant,1,On-Site,2022-12-19,Active,,,15960,,1998-09-11
244,User_244,Sabbir Bhuiyan,Male,A+,Married,19821782832198,981778248326,8801829145029,sabbir.bhuiyan72@gmail.com,sabbir.bhuiyan244@banglabazaar.com,"House 97, Road 29, Mohammadpur, Dhaka","Village: Bhuiyanpur, District: Barisal",BRAC University,BBA,3.55,4,403,Key Account Manager,3,Hybrid,2020-03-16,Resigned,2022-12-29,Better Salary,81505,37.0,1989-07-07
245,User_245,Sakib Patwary,Male,B+,Single,19802431871202,321295874060,8801426571416,sakib.patwary84@gmail.com,sakib.patwary245@banglabazaar.com,"House 11, Road 24, Badda, Dhaka","Village: Patwarypur, District: Barisal",BUET,BSS in Economics,3.46,5,501,Admin Assistant,1,Hybrid,2022-07-19,Active,,,26962,,1998-07-29
246,User_246,Nayeem Dewan,Male,A+,Married,19893952156076,884100065776,8801450805032,nayeem.dewan40@gmail.com,nayeem.dewan246@banglabazaar.com,"House 29, Road 22, Baridhara, Dhaka","Village: Dewanpur, District: Rajshahi",Chittagong University,B.Sc in EEE,3.64,2,203,Supply Chain Analyst,2,Hybrid,2022-10-19,Active,,,56017,446.0,1996-10-10
247,User_247,Imran Islam,Male,B+,Married,19918301653299,175848698995,8801691375381,imran.islam50@gmail.com,imran.islam247@banglabazaar.com,"House 67, Road 18, Banani, Dhaka","Village: Islampur, District: Khulna",AUST,B.Sc in EEE,2.82,3,301,Production Assistant,1,On-Site,2022-09-13,Active,,,15125,,1998-10-25
248,User_248,Akram Chakma,Male,O+,Single,19954758297673,966820951048,8801788483374,akram.chakma48@gmail.com,akram.chakma248@banglabazaar.com,"House 18, Road 16, Mirpur, Dhaka","Village: Chakmapur, District: Sylhet",North South University,B.Com,3.28,3,302,Machine Operator,1,On-Site,2021-09-18,Active,,,27467,,1998-03-24
249,User_249,Jamil Ahmed,Male,B+,Married,19869331517425,976151247103,8801417368222,jamil.ahmed72@gmail.com,jamil.ahmed249@banglabazaar.com,"House 9, Road 19, Dhanmondi, Dhaka","Village: Ahmedpur, District: Dhaka",BRAC University,MSc in CSE,2.95,2,201,Warehouse Associate,1,Hybrid,2020-12-18,Active,,,21671,,1994-04-14
250,User_250,Mehidy Molla,Male,A+,Married,19939929984399,700164745012,8801460797172,mehidy.molla30@gmail.com,mehidy.molla250@banglabazaar.com,"House 88, Road 20, Mirpur, Dhaka","Village: Mollapur, District: Sylhet",IUB,BSc in CSE,2.73,3,304,Production Supervisor,3,On-Site,2021-01-23,Active,,,89520,,1988-10-20
251,User_251,Rafiq Sarkar,Male,B-,Single,19823333123509,218714467805,8801669328071,rafiq.sarkar74@gmail.com,rafiq.sarkar251@banglabazaar.com,"House 57, Road 15, Bashundhara, Dhaka","Village: Sarkarpur, District: Mymensingh",BRAC University,BBA,2.71,3,302,Machine Operator,1,On-Site,2020-11-05,Active,,,28711,,1997-12-17
252,User_252,Ritu Khandaker,Female,O+,Married,19912227022684,276642724276,8801390489271,ritu.khandaker45@gmail.com,ritu.khandaker252@banglabazaar.com,"House 65, Road 16, Badda, Dhaka","Village: Khandakerpur, District: Noakhali",Dhaka University,BSS in Economics,3.82,3,304,Production Supervisor,3,On-Site,2015-05-19,Active,,,89387,,1981-05-16
253,User_253,Sharmin Patwary,Female,A-,Single,19806537485908,756910364114,8801392862921,sharmin.patwary87@gmail.com,sharmin.patwary253@banglabazaar.com,"House 67, Road 6, Dhanmondi, Dhaka","Village: Patwarypur, District: Dhaka",IUB,B.Com,2.86,3,302,Machine Operator,1,On-Site,2023-10-17,Active,,,28556,,1999-02-02
254,User_254,Rafique Islam,Male,O-,Single,19925519440280,376350263683,8801713287573,rafique.islam85@gmail.com,rafique.islam254@banglabazaar.com,"House 146, Road 27, Baridhara, Dhaka","Village: Islampur, District: Jessore",IUB,MBA,3.64,4,401,Sales Associate,1,Hybrid,2022-11-30,Active,,,24372,,1998-06-24
255,User_255,Nasir Khan,Male,B+,Married,19924303932783,306246407361,8801790300801,nasir.khan80@gmail.com,nasir.khan255@banglabazaar.com,"House 59, Road 5, Mohammadpur, Dhaka","Village: Khanpur, District: Khulna",AUST,MBA,3.24,3,302,Machine Operator,1,On-Site,2018-10-08,Active,,,28638,,1991-11-04
256,User_256,Nusrat Akond,Female,O+,Married,19838858379256,467859793278,8801621581379,nusrat.akond53@gmail.com,nusrat.akond256@banglabazaar.com,"House 130, Road 17, Rampura, Dhaka","Village: Akondpur, District: Rajshahi",SUST,MBA,3.2,3,302,Machine Operator,1,On-Site,2022-03-09,Active,,,26035,,1996-09-28
257,User_257,Ayesha Biswas,Female,B-,Single,19938533376100,973527858268,8801726204209,ayesha.biswas62@gmail.com,ayesha.biswas257@banglabazaar.com,"House 129, Road 5, Badda, Dhaka","Village: Biswaspur, District: Mymensingh",AUST,M.Com,2.84,4,401,Sales Associate,1,Hybrid,2019-01-17,Active,,,25171,,1996-07-23
258,User_258,Masud Howlader,Male,A+,Married,19821810884900,136274683378,8801923602943,masud.howlader21@gmail.com,masud.howlader258@banglabazaar.com,"House 28, Road 14, Dhanmondi, Dhaka","Village: Howladerpur, District: Tangail",BUET,BSc in CSE,3.21,2,201,Warehouse Associate,1,Hybrid,2022-07-30,Active,,,22205,,1998-04-21
259,User_259,Ayesha Alam,Female,O+,Single,19969082749693,974863395691,8801820778219,ayesha.alam89@gmail.com,ayesha.alam259@banglabazaar.com,"House 36, Road 27, Bashundhara, Dhaka","Village: Alampur, District: Comilla",SUST,BBA,3.45,2,201,Warehouse Associate,1,Hybrid,2017-05-10,Active,,,20160,,1993-03-07
260,User_260,Mominul Mia,Male,B-,Married,19944412724170,390084678091,8801760529182,mominul.mia81@gmail.com,mominul.mia260@banglabazaar.com,"House 38, Road 8, Baridhara, Dhaka","Village: Miapur, District: Mymensingh",North South University,MBA,2.86,3,302,Machine Operator,1,On-Site,2020-02-06,Active,,,27793,,1995-08-23
261,User_261,Akram Barua,Male,O+,Married,19835434824122,895028933499,8801987037320,akram.barua79@gmail.com,akram.barua261@banglabazaar.com,"House 119, Road 7, Badda, Dhaka","Village: Baruapur, District: Noakhali",AIUB,MSc in CSE,2.72,4,403,Key Account Manager,3,Hybrid,2022-05-13,Active,,,80809,741.0,1989-04-01
262,User_262,Hasibul Islam,Male,A+,Single,19948658794078,716077915754,8801699438742,hasibul.islam35@gmail.com,hasibul.islam262@banglabazaar.com,"House 120, Road 2, Uttara, Dhaka","Village: Islampur, District: Rajshahi",North South University,MBA,2.79,3,302,Machine Operator,1,On-Site,2022-01-17,Active,,,27686,,1998-01-06
263,User_263,Tamim Ali,Male,B+,Married,19801302649562,942399481608,8801450923340,tamim.ali80@gmail.com,tamim.ali263@banglabazaar.com,"House 142, Road 5, Baridhara, Dhaka","Village: Alipur, District: Rajshahi",Dhaka University,BSS in Economics,3.81,1,101,IT Support Specialist,1,Hybrid,2020-03-02,Active,,,33983,,1995-05-06
264,User_264,Fargana Gazi,Female,B+,Single,19812056829494,463560341667,8801389538466,fargana.gazi97@gmail.com,fargana.gazi264@banglabazaar.com,"House 120, Road 2, Mohammadpur, Dhaka","Village: Gazipur, District: Sylhet",Rajshahi University,M.Com,3.64,3,302,Machine Operator,1,On-Site,2023-08-26,Active,,,25175,,1999-12-18
265,User_265,Monira Sheikh,Female,B+,Single,19877100977202,505756524664,8801926643735,monira.sheikh56@gmail.com,monira.sheikh265@banglabazaar.com,"House 131, Road 25, Dhanmondi, Dhaka","Village: Sheikhpur, District: Jessore",BUET,BSS in Economics,2.7,2,201,Warehouse Associate,1,Hybrid,2020-03-06,Active,,,21554,,1995-07-09
266,User_266,Tawhid Pramanik,Male,A+,Single,19983208951713,981134803961,8801785097881,tawhid.pramanik49@gmail.com,tawhid.pramanik266@banglabazaar.com,"House 129, Road 5, Badda, Dhaka","Village: Pramanikpur, District: Pabna",AIUB,MBA,3.19,5,502,Talent Acquisition Specialist,2,Hybrid,2021-03-08,Active,,,51230,280.0,1991-08-07
267,User_267,Mustafizur Chowdhury,Male,O+,Married,20019900073715,904028147424,8801597327125,mustafizur.chowdhury25@gmail.com,mustafizur.chowdhury267@banglabazaar.com,"House 109, Road 10, Mirpur, Dhaka","Village: Chowdhurypur, District: Pabna",AUST,BSS in Economics,3.66,2,202,Procurement Officer,2,Hybrid,2017-10-06,Active,,,47307,334.0,1992-07-09
268,User_268,Bulbul Majumder,Male,O+,Married,19861917884167,643654764618,8801325802892,bulbul.majumder44@gmail.com,bulbul.majumder268@banglabazaar.com,"House 148, Road 27, Rampura, Dhaka","Village: Majumderpur, District: Bogra",AUST,M.Com,2.7,3,302,Machine Operator,1,On-Site,2022-07-17,Active,,,28371,,2000-04-19
269,User_269,Ritu Chakma,Female,O+,Single,19839899213443,687125209010,8801757202745,ritu.chakma12@gmail.com,ritu.chakma269@banglabazaar.com,"House 17, Road 25, Baridhara, Dhaka","Village: Chakmapur, District: Bogra",Chittagong University,BSS in Economics,3.64,3,302,Machine Operator,1,On-Site,2021-05-12,Active,,,26712,,1998-01-19
270,User_270,Meher Khandaker,Female,B-,Single,19813439580260,123531805349,8801558889500,meher.khandaker79@gmail.com,meher.khandaker270@banglabazaar.com,"House 137, Road 3, Banani, Dhaka","Village: Khandakerpur, District: Bogra",BRAC University,MBA,2.96,2,202,Procurement Officer,2,Hybrid,2017-07-09,Resigned,2018-08-10,Better Salary,47745,1047.0,1989-12-27
271,User_271,Fatima Khandaker,Female,B+,Divorced,19833218725374,890408439404,8801531694585,fatima.khandaker45@gmail.com,fatima.khandaker271@banglabazaar.com,"House 69, Road 19, Banani, Dhaka","Village: Khandakerpur, District: Noakhali",SUST,BBA,2.59,5,501,Admin Assistant,1,Hybrid,2015-02-28,Active,,,25487,,1991-11-08
272,User_272,Nigar Dewan,Female,B+,Single,19953930706513,832693913415,8801624335941,nigar.dewan71@gmail.com,nigar.dewan272@banglabazaar.com,"House 81, Road 22, Mohammadpur, Dhaka","Village: Dewanpur, District: Jessore",IUB,B.Sc in EEE,3.05,4,401,Sales Associate,1,Hybrid,2020-01-17,Active,,,24276,,1997-11-04
273,User_273,Tawhid Chakma,Male,O+,Single,19824508441683,123245557936,8801578381022,tawhid.chakma59@gmail.com,tawhid.chakma273@banglabazaar.com,"House 145, Road 13, Uttara, Dhaka","Village: Chakmapur, District: Comilla",East West University,MBA,2.71,4,401,Sales Associate,1,Hybrid,2023-06-18,Active,,,23993,,1998-11-14
274,User_274,Zahid Sheikh,Male,A+,Married,19834441576688,465918484699,8801731514488,zahid.sheikh71@gmail.com,zahid.sheikh274@banglabazaar.com,"House 50, Road 5, Malibagh, Dhaka","Village: Sheikhpur, District: Tangail",Dhaka University,B.Sc in EEE,3.97,2,202,Procurement Officer,2,Hybrid,2021-03-05,Resigned,2023-12-06,Relocation,48303,1108.0,1991-07-01
275,User_275,Sajid Uddin,Male,A+,Married,19897649594584,552561732054,8801559997907,sajid.uddin28@gmail.com,sajid.uddin275@banglabazaar.com,"House 38, Road 1, Mirpur, Dhaka","Village: Uddinpur, District: Bogra",BRAC University,BSS in Economics,2.93,3,301,Production Assistant,1,On-Site,2021-10-18,Resigned,2023-03-16,Higher Studies,16139,,1997-10-28
276,User_276,Riad Khan,Male,O+,Single,19821009990633,502152275248,8801496281402,riad.khan72@gmail.com,riad.khan276@banglabazaar.com,"House 61, Road 17, Gulshan, Dhaka","Village: Khanpur, District: Dhaka",SUST,BSc in CSE,3.6,3,302,Machine Operator,1,On-Site,2020-06-23,Resigned,2022-12-15,Better Salary,26338,,1997-12-15
277,User_277,Ritu Das,Female,B+,Married,19943414704563,959214959628,8801842378679,ritu.das88@gmail.com,ritu.das277@banglabazaar.com,"House 144, Road 16, Mirpur, Dhaka","Village: Daspur, District: Rangpur",Dhaka University,BSS in Economics,3.36,4,401,Sales Associate,1,Hybrid,2021-03-15,Active,,,23429,,1996-09-20
278,User_278,Akram Khandaker,Male,O+,Married,19821633486487,720117902628,8801529727550,akram.khandaker52@gmail.com,akram.khandaker278@banglabazaar.com,"House 149, Road 27, Banani, Dhaka","Village: Khandakerpur, District: Jessore",East West University,BSS in Economics,4.0,1,101,IT Support Specialist,1,Hybrid,2020-08-21,Active,,,30841,,1996-07-17
279,User_279,Fariha Hossain,Female,A+,Married,19835805515507,528749398845,8801662105905,fariha.hossain27@gmail.com,fariha.hossain279@banglabazaar.com,"House 105, Road 22, Badda, Dhaka","Village: Hossainpur, District: Tangail",Rajshahi University,MSc in CSE,3.99,1,102,Software Engineer,2,Hybrid,2020-05-02,Active,,,64584,1219.0,1992-01-28
280,User_280,Babar Uddin,Male,B+,Married,19939881883259,207247788796,8801318431797,babar.uddin28@gmail.com,babar.uddin280@banglabazaar.com,"House 138, Road 20, Bashundhara, Dhaka","Village: Uddinpur, District: Noakhali",IUB,BSS in Economics,3.32,5,503,HR Manager,4,Hybrid,2022-08-17,Active,,,134379,347.0,1982-01-06
281,User_281,Karim Akond,Male,O+,Married,19981064525038,158254164194,8801517068736,karim.akond57@gmail.com,karim.akond281@banglabazaar.com,"House 110, Road 5, Gulshan, Dhaka","Village: Akondpur, District: Sylhet",Dhaka University,BSc in CSE,3.1,3,301,Production Assistant,1,On-Site,2022-08-31,Active,,,16245,,1999-12-08
282,User_282,Babar Pal,Male,A+,Single,19961240021304,565644715739,8801669229414,babar.pal87@gmail.com,babar.pal282@banglabazaar.com,"House 115, Road 11, Dhanmondi, Dhaka","Village: Palpur, District: Noakhali",BUET,BSc in CSE,2.76,2,202,Procurement Officer,2,Hybrid,2018-06-15,Active,,,48762,334.0,1992-12-15
283,User_283,Fariha Sikder,Female,A+,Married,19885175004125,399337716697,8801594842830,fariha.sikder88@gmail.com,fariha.sikder283@banglabazaar.com,"House 90, Road 8, Mohammadpur, Dhaka","Village: Sikderpur, District: Barisal",East West University,B.Sc in EEE,3.13,6,602,Senior Technician,2,On-Site,2021-12-08,Active,,,36014,16.0,1992-03-05
284,User_284,Pilot Gazi,Male,AB+,Single,19822105240056,293167381786,8801380989621,pilot.gazi14@gmail.com,pilot.gazi284@banglabazaar.com,"House 43, Road 29, Rampura, Dhaka","Village: Gazipur, District: Tangail",BRAC University,M.Com,2.81,6,601,Support Staff,1,On-Site,2022-08-07,Active,,,16101,,1999-08-19
285,User_285,Jamil Bhuiyan,Male,B+,Married,19979775158024,328891514342,8801436019547,jamil.bhuiyan17@gmail.com,jamil.bhuiyan285@banglabazaar.com,"House 123, Road 20, Bashundhara, Dhaka","Village: Bhuiyanpur, District: Mymensingh",Rajshahi University,B.Com,2.9,4,402,Sales Executive,2,Hybrid,2016-05-04,Active,,,48245,308.0,1990-07-24
286,User_286,Sonia Sikder,Female,B-,Single,19817450505136,528866067081,8801669119405,sonia.sikder53@gmail.com,sonia.sikder286@banglabazaar.com,"House 148, Road 16, Badda, Dhaka","Village: Sikderpur, District: Barisal",AIUB,B.Sc in EEE,3.97,1,101,IT Support Specialist,1,Hybrid,2015-02-19,Resigned,2018-01-31,Higher Studies,33595,,1992-12-20
287,User_287,Sabbir Mia,Male,O+,Married,19965782585829,477969564459,8801572607807,sabbir.mia13@gmail.com,sabbir.mia287@banglabazaar.com,"House 66, Road 18, Rampura, Dhaka","Village: Miapur, District: Chittagong",North South University,MSc in CSE,3.48,2,201,Warehouse Associate,1,Hybrid,2022-05-10,Active,,,21055,,1997-06-03
288,User_288,Ahmed Bepari,Male,A+,Single,19974194078342,646085885521,8801914871035,ahmed.bepari43@gmail.com,ahmed.bepari288@banglabazaar.com,"House 105, Road 10, Mohammadpur, Dhaka","Village: Beparipur, District: Dhaka",AIUB,MSc in CSE,3.6,6,601,Support Staff,1,On-Site,2021-12-06,Resigned,2023-05-29,Relocation,17484,,1997-06-03
289,User_289,Hassan Mridha,Male,B+,Married,19863472123222,692457046736,8801820759254,hassan.mridha88@gmail.com,hassan.mridha289@banglabazaar.com,"House 14, Road 16, Dhanmondi, Dhaka","Village: Mridhapur, District: Tangail",AIUB,M.Com,2.53,2,201,Warehouse Associate,1,Hybrid,2016-03-21,Active,,,22222,,1991-09-27
290,User_290,Zahid Uddin,Male,B+,Married,19985184576372,159422943852,8801710714705,zahid.uddin11@gmail.com,zahid.uddin290@banglabazaar.com,"House 85, Road 9, Gulshan, Dhaka","Village: Uddinpur, District: Pabna",Dhaka University,BSS in Economics,3.53,3,303,Quality Control Engineer,2,On-Site,2019-08-16,Active,,,46579,307.0,1990-12-27
291,User_291,Mina Bepari,Female,B+,Single,19931658339022,210782328767,8801443856970,mina.bepari48@gmail.com,mina.bepari291@banglabazaar.com,"House 116, Road 25, Mohammadpur, Dhaka","Village: Beparipur, District: Mymensingh",Rajshahi University,BSc in CSE,3.73,3,301,Production Assistant,1,On-Site,2018-07-16,Active,,,17173,,1994-05-02
292,User_292,Tawhid Haque,Male,A-,Single,19878617494307,166657605488,8801345177419,tawhid.haque55@gmail.com,tawhid.haque292@banglabazaar.com,"House 12, Road 18, Banani, Dhaka","Village: Haquepur, District: Chittagong",Chittagong University,MBA,3.53,4,401,Sales Associate,1,Hybrid,2023-07-24,Active,,,25111,,1998-10-14
293,User_293,Karim Pramanik,Male,B+,Married,19856035048077,176393218536,8801367050283,karim.pramanik73@gmail.com,karim.pramanik293@banglabazaar.com,"House 59, Road 21, Badda, Dhaka","Village: Pramanikpur, District: Chittagong",Dhaka University,BSc in CSE,3.59,4,401,Sales Associate,1,Hybrid,2018-02-27,Active,,,23175,,1994-07-21
294,User_294,Sabbir Sarkar,Male,A-,Single,19935041692294,302710715986,8801748630413,sabbir.sarkar62@gmail.com,sabbir.sarkar294@banglabazaar.com,"House 47, Road 8, Dhanmondi, Dhaka","Village: Sarkarpur, District: Noakhali",BRAC University,BBA,3.0,1,101,IT Support Specialist,1,Hybrid,2021-05-06,Active,,,30951,,1996-12-14
295,User_295,Sumon Bepari,Male,A-,Married,19983960964065,930571434933,8801399456833,sumon.bepari43@gmail.com,sumon.bepari295@banglabazaar.com,"House 86, Road 18, Gulshan, Dhaka","Village: Beparipur, District: Tangail",North South University,BSS in Economics,3.25,3,301,Production Assistant,1,On-Site,2016-03-05,Resigned,2018-09-18,Work Pressure,15574,,1993-12-28
296,User_296,Taijul Talukder,Male,O+,Single,19974513508435,138829774489,8801515346767,taijul.talukder30@gmail.com,taijul.talukder296@banglabazaar.com,"House 94, Road 26, Banani, Dhaka","Village: Talukderpur, District: Faridpur",BUET,M.Com,2.52,4,403,Key Account Manager,3,Hybrid,2020-12-09,Active,,,82859,37.0,1988-11-15
297,User_297,Rafique Ali,Male,A+,Married,19907912796002,125326081868,8801958319458,rafique.ali25@gmail.com,rafique.ali297@banglabazaar.com,"House 104, Road 2, Malibagh, Dhaka","Village: Alipur, District: Sylhet",IUB,BSc in CSE,3.25,5,502,Talent Acquisition Specialist,2,Hybrid,2022-04-01,Active,,,50629,764.0,1994-02-08
298,User_298,Salma Pal,Female,B+,Single,19827221800989,287380896521,8801420075939,salma.pal26@gmail.com,salma.pal298@banglabazaar.com,"House 102, Road 21, Baridhara, Dhaka","Village: Palpur, District: Mymensingh",IUB,M.Com,3.85,2,201,Warehouse Associate,1,Hybrid,2016-11-20,Active,,,21187,,1992-06-30
299,User_299,Taskin Bepari,Male,B+,Married,19808594416974,126763399678,8801785546224,taskin.bepari75@gmail.com,taskin.bepari299@banglabazaar.com,"House 6, Road 19, Mohammadpur, Dhaka","Village: Beparipur, District: Barisal",SUST,B.Com,2.76,5,502,Talent Acquisition Specialist,2,Hybrid,2021-01-18,Active,,,54235,141.0,1995-12-12
300,User_300,Imran Sheikh,Male,B+,Single,19869921389600,729415260934,8801884987177,imran.sheikh71@gmail.com,imran.sheikh300@banglabazaar.com,"House 92, Road 1, Bashundhara, Dhaka","Village: Sheikhpur, District: Khulna",BUET,MSc in CSE,3.73,4,401,Sales Associate,1,Hybrid,2015-04-04,Active,,,23514,,1990-10-06
301,User_301,Masud Sikder,Male,O+,Single,19953624068938,998147035653,8801497170098,masud.sikder10@gmail.com,masud.sikder301@banglabazaar.com,"House 135, Road 15, Baridhara, Dhaka","Village: Sikderpur, District: Mymensingh",BRAC University,MSc in CSE,3.1,3,301,Production Assistant,1,On-Site,2018-08-21,Active,,,15704,,1993-02-17
302,User_302,Hassan Majumder,Male,A+,Single,19895757645000,954542383222,8801321185020,hassan.majumder50@gmail.com,hassan.majumder302@banglabazaar.com,"House 130, Road 11, Dhanmondi, Dhaka","Village: Majumderpur, District: Chittagong",Dhaka University,BBA,3.06,3,301,Production Assistant,1,On-Site,2015-09-22,Active,,,16849,,1991-02-12
303,User_303,Sadia Biswas,Female,B-,Married,19907079585890,327928403821,8801434361652,sadia.biswas78@gmail.com,sadia.biswas303@banglabazaar.com,"House 72, Road 9, Rampura, Dhaka","Village: Biswaspur, District: Jessore",SUST,MBA,3.76,6,602,Senior Technician,2,On-Site,2016-09-13,Active,,,37114,1094.0,1988-05-04
304,User_304,Shabnam Khan,Female,O+,Single,19869207275621,748383303684,8801816050926,shabnam.khan86@gmail.com,shabnam.khan304@banglabazaar.com,"House 34, Road 27, Gulshan, Dhaka","Village: Khanpur, District: Dhaka",AIUB,BBA,3.82,4,401,Sales Associate,1,Hybrid,2018-11-27,Active,,,22718,,1994-04-27
305,User_305,Murshida Hossain,Female,B+,Single,19801632889028,767845459496,8801349595010,murshida.hossain43@gmail.com,murshida.hossain305@banglabazaar.com,"House 5, Road 8, Dhanmondi, Dhaka","Village: Hossainpur, District: Dhaka",BUET,BSc in CSE,2.8,3,301,Production Assistant,1,On-Site,2021-01-01,Resigned,2022-07-19,Personal Issue,16709,,1998-05-13
306,User_306,Bonna Biswas,Female,B+,Single,19927571433349,881939167760,8801431175145,bonna.biswas25@gmail.com,bonna.biswas306@banglabazaar.com,"House 89, Road 24, Mirpur, Dhaka","Village: Biswaspur, District: Chittagong",BRAC University,BSc in CSE,3.59,1,101,IT Support Specialist,1,Hybrid,2023-10-21,Active,,,31551,,1999-05-29
307,User_307,Nasir Patwary,Male,B-,Married,19868529871628,685182736885,8801528445258,nasir.patwary38@gmail.com,nasir.patwary307@banglabazaar.com,"House 72, Road 26, Malibagh, Dhaka","Village: Patwarypur, District: Barisal",SUST,M.Com,3.75,3,304,Production Supervisor,3,On-Site,2021-06-11,Active,,,80743,,1988-06-03
308,User_308,Pilot Khan,Male,B+,Married,19862803575350,757169027151,8801798440191,pilot.khan61@gmail.com,pilot.khan308@banglabazaar.com,"House 21, Road 10, Uttara, Dhaka","Village: Khanpur, District: Mymensingh",Dhaka University,B.Com,3.19,4,403,Key Account Manager,3,Hybrid,2018-09-24,Active,,,76589,1255.0,1987-01-16
309,User_309,Fahad Das,Male,O+,Married,19823006432689,510726956399,8801878993199,fahad.das54@gmail.com,fahad.das309@banglabazaar.com,"House 69, Road 11, Banani, Dhaka","Village: Daspur, District: Barisal",IUB,B.Com,3.17,5,503,HR Manager,4,Hybrid,2017-11-11,Active,,,137270,675.0,1977-11-05
310,User_310,Zahid Bhuiyan,Male,A+,Married,19905476428642,378991126734,8801626182767,zahid.bhuiyan57@gmail.com,zahid.bhuiyan310@banglabazaar.com,"House 137, Road 25, Gulshan, Dhaka","Village: Bhuiyanpur, District: Sylhet",AUST,B.Com,3.68,3,301,Production Assistant,1,On-Site,2022-12-08,Active,,,16899,,1999-07-22
311,User_311,Nasir Rahman,Male,A-,Single,19883216144416,380856950362,8801690086238,nasir.rahman95@gmail.com,nasir.rahman311@banglabazaar.com,"House 74, Road 20, Bashundhara, Dhaka","Village: Rahmanpur, District: Chittagong",North South University,MSc in CSE,3.51,6,601,Support Staff,1,On-Site,2016-05-01,Active,,,17151,,1990-07-24
312,User_312,Hassan Marma,Male,A+,Single,19826980981295,398996480624,8801934636974,hassan.marma16@gmail.com,hassan.marma312@banglabazaar.com,"House 39, Road 14, Rampura, Dhaka","Village: Marmapur, District: Sylhet",AIUB,B.Com,3.76,2,201,Warehouse Associate,1,Hybrid,2021-09-12,Active,,,22919,,1998-03-04
313,User_313,Nayeem Ahmed,Male,A+,Married,19897670048279,863128908201,8801699933265,nayeem.ahmed61@gmail.com,nayeem.ahmed313@banglabazaar.com,"House 33, Road 18, Bashundhara, Dhaka","Village: Ahmedpur, District: Noakhali",Dhaka University,BSS in Economics,2.52,2,201,Warehouse Associate,1,Hybrid,2020-05-03,Resigned,2022-08-22,Higher Studies,20746,,1998-04-06
314,User_314,Mominul Barua,Male,A+,Married,19886865630776,845546906352,8801789623039,mominul.barua89@gmail.com,mominul.barua314@banglabazaar.com,"House 42, Road 8, Bashundhara, Dhaka","Village: Baruapur, District: Jessore",BRAC University,B.Com,3.89,3,303,Quality Control Engineer,2,On-Site,2017-09-15,Active,,,47518,85.0,1987-10-13
315,User_315,Rumana Sarkar,Female,B+,Single,19831180966171,840334110275,8801733203669,rumana.sarkar65@gmail.com,rumana.sarkar315@banglabazaar.com,"House 23, Road 22, Mirpur, Dhaka","Village: Sarkarpur, District: Chittagong",East West University,B.Sc in EEE,3.01,4,401,Sales Associate,1,Hybrid,2020-01-29,Active,,,25096,,1997-03-15
316,User_316,Sonia Chowdhury,Female,B+,Married,19898929387618,118046864860,8801531249837,sonia.chowdhury26@gmail.com,sonia.chowdhury316@banglabazaar.com,"House 136, Road 27, Gulshan, Dhaka","Village: Chowdhurypur, District: Faridpur",Chittagong University,B.Sc in EEE,3.99,5,501,Admin Assistant,1,Hybrid,2022-03-11,Active,,,28527,,1998-10-19
317,User_317,Liton Molla,Male,B-,Married,19825262671192,660693894017,8801633230535,liton.molla71@gmail.com,liton.molla317@banglabazaar.com,"House 133, Road 14, Rampura, Dhaka","Village: Mollapur, District: Tangail",Dhaka University,BSc in CSE,3.77,5,501,Admin Assistant,1,Hybrid,2020-09-13,Active,,,26334,,1995-10-23
